busStop_ID,busStop_X,busStop_Y
1,-5.78962,-3.1661
2,-5.78962,-1.7661
3,-5.78962,-0.3661
4,-5.78962,1.0339
5,-5.78962,2.4339
6,-4.38962,-4.5661
7,-4.38962,-3.1661
8,-4.38962,-1.7661
9,-4.38962,-0.3661
10,-4.38962,1.0339
11,-4.38962,2.4339
12,-4.38962,3.8339
13,-4.38962,5.2339
14,-2.98962,-5.9661
15,-2.98962,-4.5661
16,-2.98962,-3.1661
17,-2.98962,-1.7661
18,-2.98962,-0.3661
19,-2.98962,1.0339
20,-2.98962,2.4339
21,-2.98962,3.8339
22,-2.98962,5.2339
23,-1.58962,-5.9661
24,-1.58962,-4.5661
25,-1.58962,-3.1661
26,-1.58962,-1.7661
27,-1.58962,-0.3661
28,-1.58962,1.0339
29,-1.58962,2.4339
30,-1.58962,3.8339
31,-1.58962,5.2339
32,-0.18962,-5.9661
33,-0.18962,-4.5661
34,-0.18962,-3.1661
35,-0.18962,-1.7661
36,-0.18962,1.0339
37,-0.18962,2.4339
38,-0.18962,3.8339
39,-0.18962,5.2339
40,-0.18962,6.6339
41,1.21038,-5.9661
42,1.21038,-4.5661
43,1.21038,-3.1661
44,1.21038,-1.7661
45,1.21038,-0.3661
46,1.21038,1.0339
47,1.21038,2.4339
48,1.21038,3.8339
49,1.21038,5.2339
50,1.21038,6.6339
51,2.61038,-5.9661
52,2.61038,-4.5661
53,2.61038,-3.1661
54,2.61038,-1.7661
55,2.61038,-0.3661
56,2.61038,1.0339
57,2.61038,2.4339
58,2.61038,3.8339
59,2.61038,5.2339
60,4.01038,-4.5661
61,4.01038,-3.1661
62,4.01038,-1.7661
63,4.01038,-0.3661
64,4.01038,1.0339
65,4.01038,2.4339
66,4.01038,3.8339
67,4.01038,5.2339
68,5.41038,-3.1661
69,5.41038,-1.7661
70,5.41038,-0.3661
71,5.41038,1.0339
72,5.41038,2.4339
73,5.41038,3.8339
74,6.81038,-0.3661
