busStop_ID,busStop_X,busStop_Y
1,-5.78962,-3.2661
2,-5.78962,-2.3661
3,-5.78962,-1.4661
4,-5.78962,-0.5661
5,-5.78962,0.3339
6,-5.78962,1.2339
7,-5.78962,2.1339
8,-5.78962,3.0339
9,-4.88962,-4.1661
10,-4.88962,-3.2661
11,-4.88962,-2.3661
12,-4.88962,-1.4661
13,-4.88962,-0.5661
14,-4.88962,0.3339
15,-4.88962,1.2339
16,-4.88962,2.1339
17,-4.88962,3.0339
18,-4.88962,3.9339
19,-3.98962,-5.0661
20,-3.98962,-4.1661
21,-3.98962,-3.2661
22,-3.98962,-2.3661
23,-3.98962,-1.4661
24,-3.98962,-0.5661
25,-3.98962,0.3339
26,-3.98962,1.2339
27,-3.98962,2.1339
28,-3.98962,3.0339
29,-3.98962,3.9339
30,-3.98962,4.8339
31,-3.08962,-5.9661
32,-3.08962,-5.0661
33,-3.08962,-4.1661
34,-3.08962,-3.2661
35,-3.08962,-2.3661
36,-3.08962,-1.4661
37,-3.08962,-0.5661
38,-3.08962,0.3339
39,-3.08962,1.2339
40,-3.08962,2.1339
41,-3.08962,3.0339
42,-3.08962,3.9339
43,-3.08962,4.8339
44,-3.08962,5.7339
45,-2.18962,-5.9661
46,-2.18962,-5.0661
47,-2.18962,-4.1661
48,-2.18962,-3.2661
49,-2.18962,-2.3661
50,-2.18962,-1.4661
51,-2.18962,-0.5661
52,-2.18962,0.3339
53,-2.18962,1.2339
54,-2.18962,2.1339
55,-2.18962,3.0339
56,-2.18962,3.9339
57,-2.18962,4.8339
58,-2.18962,5.7339
59,-1.28962,-5.9661
60,-1.28962,-5.0661
61,-1.28962,-4.1661
62,-1.28962,-3.2661
63,-1.28962,-2.3661
64,-1.28962,-1.4661
65,-1.28962,-0.5661
66,-1.28962,0.3339
67,-1.28962,1.2339
68,-1.28962,2.1339
69,-1.28962,3.0339
70,-1.28962,3.9339
71,-1.28962,4.8339
72,-1.28962,5.7339
73,-0.38962,-5.9661
74,-0.38962,-5.0661
75,-0.38962,-4.1661
76,-0.38962,-3.2661
77,-0.38962,-2.3661
78,-0.38962,-1.4661
79,-0.38962,-0.5661
80,-0.38962,1.2339
81,-0.38962,2.1339
82,-0.38962,3.0339
83,-0.38962,3.9339
84,-0.38962,4.8339
85,-0.38962,5.7339
86,0.51038,-6.8661
87,0.51038,-5.9661
88,0.51038,-5.0661
89,0.51038,-4.1661
90,0.51038,-3.2661
91,0.51038,-2.3661
92,0.51038,-1.4661
93,0.51038,0.3339
94,0.51038,1.2339
95,0.51038,2.1339
96,0.51038,3.0339
97,0.51038,3.9339
98,0.51038,4.8339
99,0.51038,5.7339
100,0.51038,6.6339
101,1.41038,-5.9661
102,1.41038,-5.0661
103,1.41038,-4.1661
104,1.41038,-3.2661
105,1.41038,-2.3661
106,1.41038,-1.4661
107,1.41038,-0.5661
108,1.41038,0.3339
109,1.41038,1.2339
110,1.41038,2.1339
111,1.41038,3.0339
112,1.41038,3.9339
113,1.41038,4.8339
114,1.41038,5.7339
115,1.41038,6.6339
116,2.31038,-5.9661
117,2.31038,-5.0661
118,2.31038,-4.1661
119,2.31038,-3.2661
120,2.31038,-2.3661
121,2.31038,-1.4661
122,2.31038,-0.5661
123,2.31038,0.3339
124,2.31038,1.2339
125,2.31038,2.1339
126,2.31038,3.0339
127,2.31038,3.9339
128,2.31038,4.8339
129,2.31038,5.7339
130,3.21038,-5.9661
131,3.21038,-5.0661
132,3.21038,-4.1661
133,3.21038,-3.2661
134,3.21038,-2.3661
135,3.21038,-1.4661
136,3.21038,-0.5661
137,3.21038,0.3339
138,3.21038,1.2339
139,3.21038,2.1339
140,3.21038,3.0339
141,3.21038,3.9339
142,3.21038,4.8339
143,3.21038,5.7339
144,4.11038,-5.0661
145,4.11038,-4.1661
146,4.11038,-3.2661
147,4.11038,-2.3661
148,4.11038,-1.4661
149,4.11038,-0.5661
150,4.11038,0.3339
151,4.11038,1.2339
152,4.11038,2.1339
153,4.11038,3.0339
154,4.11038,3.9339
155,4.11038,4.8339
156,5.01038,-4.1661
157,5.01038,-3.2661
158,5.01038,-2.3661
159,5.01038,-1.4661
160,5.01038,-0.5661
161,5.01038,0.3339
162,5.01038,1.2339
163,5.01038,2.1339
164,5.01038,3.0339
165,5.01038,3.9339
166,5.91038,-2.3661
167,5.91038,-1.4661
168,5.91038,-0.5661
169,5.91038,0.3339
170,5.91038,1.2339
171,5.91038,2.1339
