busStop_ID,busStop_X,busStop_Y
1,-5.9581,-2.85285
2,-5.9581,-1.85285
3,-5.9581,-0.85285
4,-5.9581,0.14715
5,-5.9581,1.14715
6,-5.9581,2.14715
7,-5.9581,3.14715
8,-4.9581,-3.85285
9,-4.9581,-2.85285
10,-4.9581,-1.85285
11,-4.9581,-0.85285
12,-4.9581,0.14715
13,-4.9581,1.14715
14,-4.9581,2.14715
15,-4.9581,3.14715
16,-4.9581,4.14715
17,-3.9581,-4.85285
18,-3.9581,-3.85285
19,-3.9581,-2.85285
20,-3.9581,-1.85285
21,-3.9581,-0.85285
22,-3.9581,0.14715
23,-3.9581,1.14715
24,-3.9581,2.14715
25,-3.9581,3.14715
26,-3.9581,4.14715
27,-3.9581,5.14715
28,-2.9581,-5.85285
29,-2.9581,-4.85285
30,-2.9581,-3.85285
31,-2.9581,-2.85285
32,-2.9581,-1.85285
33,-2.9581,-0.85285
34,-2.9581,0.14715
35,-2.9581,1.14715
36,-2.9581,2.14715
37,-2.9581,3.14715
38,-2.9581,4.14715
39,-2.9581,5.14715
40,-2.9581,6.14715
41,-1.9581,-5.85285
42,-1.9581,-4.85285
43,-1.9581,-3.85285
44,-1.9581,-2.85285
45,-1.9581,-1.85285
46,-1.9581,-0.85285
47,-1.9581,0.14715
48,-1.9581,1.14715
49,-1.9581,2.14715
50,-1.9581,3.14715
51,-1.9581,4.14715
52,-1.9581,5.14715
53,-1.9581,6.14715
54,-0.9581,-5.85285
55,-0.9581,-4.85285
56,-0.9581,-3.85285
57,-0.9581,-2.85285
58,-0.9581,-1.85285
59,-0.9581,-0.85285
60,-0.9581,0.14715
61,-0.9581,1.14715
62,-0.9581,2.14715
63,-0.9581,3.14715
64,-0.9581,4.14715
65,-0.9581,5.14715
66,-0.9581,6.14715
67,0.0419,-5.85285
68,0.0419,-4.85285
69,0.0419,-3.85285
70,0.0419,-2.85285
71,0.0419,-1.85285
72,0.0419,-0.85285
73,0.0419,1.14715
74,0.0419,2.14715
75,0.0419,3.14715
76,0.0419,4.14715
77,0.0419,5.14715
78,0.0419,6.14715
79,1.0419,-5.85285
80,1.0419,-4.85285
81,1.0419,-3.85285
82,1.0419,-2.85285
83,1.0419,-1.85285
84,1.0419,-0.85285
85,1.0419,0.14715
86,1.0419,1.14715
87,1.0419,2.14715
88,1.0419,3.14715
89,1.0419,4.14715
90,1.0419,5.14715
91,1.0419,6.14715
92,2.0419,-5.85285
93,2.0419,-4.85285
94,2.0419,-3.85285
95,2.0419,-2.85285
96,2.0419,-1.85285
97,2.0419,-0.85285
98,2.0419,0.14715
99,2.0419,1.14715
100,2.0419,2.14715
101,2.0419,3.14715
102,2.0419,4.14715
103,2.0419,5.14715
104,2.0419,6.14715
105,3.0419,-5.85285
106,3.0419,-4.85285
107,3.0419,-3.85285
108,3.0419,-2.85285
109,3.0419,-1.85285
110,3.0419,-0.85285
111,3.0419,0.14715
112,3.0419,1.14715
113,3.0419,2.14715
114,3.0419,3.14715
115,3.0419,4.14715
116,3.0419,5.14715
117,4.0419,-4.85285
118,4.0419,-3.85285
119,4.0419,-2.85285
120,4.0419,-1.85285
121,4.0419,-0.85285
122,4.0419,0.14715
123,4.0419,1.14715
124,4.0419,2.14715
125,4.0419,3.14715
126,4.0419,4.14715
127,4.0419,5.14715
128,5.0419,-3.85285
129,5.0419,-2.85285
130,5.0419,-1.85285
131,5.0419,-0.85285
132,5.0419,0.14715
133,5.0419,1.14715
134,5.0419,2.14715
135,5.0419,3.14715
136,5.0419,4.14715
137,6.0419,-1.85285
138,6.0419,-0.85285
139,6.0419,0.14715
140,6.0419,1.14715
141,6.0419,2.14715
