busStop_ID,busStop_X,busStop_Y
1,-6.8581,-0.45285
2,-5.9581,-3.15285
3,-5.9581,-2.25285
4,-5.9581,-1.35285
5,-5.9581,-0.45285
6,-5.9581,0.44715
7,-5.9581,1.34715
8,-5.9581,2.24715
9,-5.9581,3.14715
10,-5.0581,-4.05285
11,-5.0581,-3.15285
12,-5.0581,-2.25285
13,-5.0581,-1.35285
14,-5.0581,-0.45285
15,-5.0581,0.44715
16,-5.0581,1.34715
17,-5.0581,2.24715
18,-5.0581,3.14715
19,-5.0581,4.04715
20,-4.1581,-4.95285
21,-4.1581,-4.05285
22,-4.1581,-3.15285
23,-4.1581,-2.25285
24,-4.1581,-1.35285
25,-4.1581,-0.45285
26,-4.1581,0.44715
27,-4.1581,1.34715
28,-4.1581,2.24715
29,-4.1581,3.14715
30,-4.1581,4.04715
31,-4.1581,4.94715
32,-3.2581,-5.85285
33,-3.2581,-4.95285
34,-3.2581,-4.05285
35,-3.2581,-3.15285
36,-3.2581,-2.25285
37,-3.2581,-1.35285
38,-3.2581,-0.45285
39,-3.2581,0.44715
40,-3.2581,1.34715
41,-3.2581,2.24715
42,-3.2581,3.14715
43,-3.2581,4.04715
44,-3.2581,4.94715
45,-3.2581,5.84715
46,-2.3581,-5.85285
47,-2.3581,-4.95285
48,-2.3581,-4.05285
49,-2.3581,-3.15285
50,-2.3581,-2.25285
51,-2.3581,-1.35285
52,-2.3581,-0.45285
53,-2.3581,0.44715
54,-2.3581,1.34715
55,-2.3581,2.24715
56,-2.3581,3.14715
57,-2.3581,4.04715
58,-2.3581,4.94715
59,-2.3581,5.84715
60,-1.4581,-5.85285
61,-1.4581,-4.95285
62,-1.4581,-4.05285
63,-1.4581,-3.15285
64,-1.4581,-2.25285
65,-1.4581,-1.35285
66,-1.4581,-0.45285
67,-1.4581,0.44715
68,-1.4581,1.34715
69,-1.4581,2.24715
70,-1.4581,3.14715
71,-1.4581,4.04715
72,-1.4581,4.94715
73,-1.4581,5.84715
74,-1.4581,6.74715
75,-0.5581,-6.75285
76,-0.5581,-5.85285
77,-0.5581,-4.95285
78,-0.5581,-4.05285
79,-0.5581,-3.15285
80,-0.5581,-2.25285
81,-0.5581,-1.35285
82,-0.5581,-0.45285
83,-0.5581,0.44715
84,-0.5581,1.34715
85,-0.5581,2.24715
86,-0.5581,3.14715
87,-0.5581,4.04715
88,-0.5581,4.94715
89,-0.5581,5.84715
90,0.3419,-5.85285
91,0.3419,-4.95285
92,0.3419,-4.05285
93,0.3419,-3.15285
94,0.3419,-2.25285
95,0.3419,-1.35285
96,0.3419,0.44715
97,0.3419,1.34715
98,0.3419,2.24715
99,0.3419,3.14715
100,0.3419,4.04715
101,0.3419,4.94715
102,0.3419,5.84715
103,0.3419,6.74715
104,1.2419,-5.85285
105,1.2419,-4.95285
106,1.2419,-4.05285
107,1.2419,-3.15285
108,1.2419,-2.25285
109,1.2419,-1.35285
110,1.2419,-0.45285
111,1.2419,0.44715
112,1.2419,1.34715
113,1.2419,2.24715
114,1.2419,3.14715
115,1.2419,4.04715
116,1.2419,4.94715
117,1.2419,5.84715
118,2.1419,-5.85285
119,2.1419,-4.95285
120,2.1419,-4.05285
121,2.1419,-3.15285
122,2.1419,-2.25285
123,2.1419,-1.35285
124,2.1419,-0.45285
125,2.1419,0.44715
126,2.1419,1.34715
127,2.1419,2.24715
128,2.1419,3.14715
129,2.1419,4.04715
130,2.1419,4.94715
131,2.1419,5.84715
132,3.0419,-5.85285
133,3.0419,-4.95285
134,3.0419,-4.05285
135,3.0419,-3.15285
136,3.0419,-2.25285
137,3.0419,-1.35285
138,3.0419,-0.45285
139,3.0419,0.44715
140,3.0419,1.34715
141,3.0419,2.24715
142,3.0419,3.14715
143,3.0419,4.04715
144,3.0419,4.94715
145,3.0419,5.84715
146,3.9419,-4.95285
147,3.9419,-4.05285
148,3.9419,-3.15285
149,3.9419,-2.25285
150,3.9419,-1.35285
151,3.9419,-0.45285
152,3.9419,0.44715
153,3.9419,1.34715
154,3.9419,2.24715
155,3.9419,3.14715
156,3.9419,4.04715
157,3.9419,4.94715
158,4.8419,-4.05285
159,4.8419,-3.15285
160,4.8419,-2.25285
161,4.8419,-1.35285
162,4.8419,-0.45285
163,4.8419,0.44715
164,4.8419,1.34715
165,4.8419,2.24715
166,4.8419,3.14715
167,4.8419,4.04715
168,5.7419,-3.15285
169,5.7419,-2.25285
170,5.7419,-1.35285
171,5.7419,-0.45285
172,5.7419,0.44715
173,5.7419,1.34715
174,5.7419,2.24715
175,5.7419,3.14715
176,6.6419,-1.35285
177,6.6419,-0.45285
178,6.6419,0.44715
179,6.6419,1.34715
