busStop_ID,busStop_X,busStop_Y
1,-5.9581,-2.55285
2,-5.9581,-1.45285
3,-5.9581,-0.35285
4,-5.9581,0.74715
5,-5.9581,1.84715
6,-5.9581,2.94715
7,-4.8581,-4.75285
8,-4.8581,-3.65285
9,-4.8581,-2.55285
10,-4.8581,-1.45285
11,-4.8581,-0.35285
12,-4.8581,0.74715
13,-4.8581,1.84715
14,-4.8581,2.94715
15,-4.8581,4.04715
16,-3.7581,-4.75285
17,-3.7581,-3.65285
18,-3.7581,-2.55285
19,-3.7581,-1.45285
20,-3.7581,-0.35285
21,-3.7581,0.74715
22,-3.7581,1.84715
23,-3.7581,2.94715
24,-3.7581,4.04715
25,-3.7581,5.14715
26,-2.6581,-5.85285
27,-2.6581,-4.75285
28,-2.6581,-3.65285
29,-2.6581,-2.55285
30,-2.6581,-1.45285
31,-2.6581,-0.35285
32,-2.6581,0.74715
33,-2.6581,1.84715
34,-2.6581,2.94715
35,-2.6581,4.04715
36,-2.6581,5.14715
37,-2.6581,6.24715
38,-1.5581,-5.85285
39,-1.5581,-4.75285
40,-1.5581,-3.65285
41,-1.5581,-2.55285
42,-1.5581,-1.45285
43,-1.5581,-0.35285
44,-1.5581,0.74715
45,-1.5581,1.84715
46,-1.5581,2.94715
47,-1.5581,4.04715
48,-1.5581,5.14715
49,-1.5581,6.24715
50,-0.4581,-5.85285
51,-0.4581,-4.75285
52,-0.4581,-3.65285
53,-0.4581,-2.55285
54,-0.4581,-1.45285
55,-0.4581,0.74715
56,-0.4581,1.84715
57,-0.4581,2.94715
58,-0.4581,4.04715
59,-0.4581,5.14715
60,-0.4581,6.24715
61,0.6419,-5.85285
62,0.6419,-4.75285
63,0.6419,-3.65285
64,0.6419,-2.55285
65,0.6419,-1.45285
66,0.6419,-0.35285
67,0.6419,0.74715
68,0.6419,1.84715
69,0.6419,2.94715
70,0.6419,4.04715
71,0.6419,5.14715
72,0.6419,6.24715
73,1.7419,-5.85285
74,1.7419,-4.75285
75,1.7419,-3.65285
76,1.7419,-2.55285
77,1.7419,-1.45285
78,1.7419,-0.35285
79,1.7419,0.74715
80,1.7419,1.84715
81,1.7419,2.94715
82,1.7419,4.04715
83,1.7419,5.14715
84,1.7419,6.24715
85,2.8419,-5.85285
86,2.8419,-4.75285
87,2.8419,-3.65285
88,2.8419,-2.55285
89,2.8419,-1.45285
90,2.8419,-0.35285
91,2.8419,0.74715
92,2.8419,1.84715
93,2.8419,2.94715
94,2.8419,4.04715
95,2.8419,5.14715
96,3.9419,-4.75285
97,3.9419,-3.65285
98,3.9419,-2.55285
99,3.9419,-1.45285
100,3.9419,-0.35285
101,3.9419,0.74715
102,3.9419,1.84715
103,3.9419,2.94715
104,3.9419,4.04715
105,3.9419,5.14715
106,5.0419,-3.65285
107,5.0419,-2.55285
108,5.0419,-1.45285
109,5.0419,-0.35285
110,5.0419,0.74715
111,5.0419,1.84715
112,5.0419,2.94715
113,5.0419,4.04715
114,6.1419,-2.55285
115,6.1419,-1.45285
116,6.1419,-0.35285
117,6.1419,0.74715
118,6.1419,1.84715
