-2294.98145,516.04814,1,7
3894.0149,4212.65707,1,7
1400.24526,-1212.89073,1,5
-865.06738,-1686.18226,1,7
3042.98806,-5133.6527,1,7
-2794.19245,-4195.36858,1,6
3848.50365,-390.23057,1,5
4354.52265,-555.94603,1,8
-5.08895,5293.19878,1,5
-1400.10018,-1392.56737,1,7
-704.85402,-5123.79149,1,8
-5090.81491,58.52785,1,9
2471.83835,-3409.92383,1,7
1697.69228,4361.22583,1,8
2630.74337,2602.58911,1,8
2829.51341,49.61419,1,7
2270.76976,3250.59719,1,7
-5637.56255,-1228.97065,1,8
-3136.08027,-209.84299,1,7
-2853.23275,2508.593,1,7
-1350.31607,3373.51663,1,7
2251.3032,50.30144,1,7
1762.29497,-4055.46276,1,6
-3554.16701,-4210.35446,1,7
-5426.46406,1825.97738,1,7
191.86718,5160.86708,1,7
1282.34643,-3678.54546,1,7
1572.48324,-3136.13968,1,8
3029.76247,-4051.64252,1,7
-5534.53202,1155.1522,1,7
5686.15673,-1058.83284,1,6
1211.92896,-1877.10132,1,6
3791.99665,2039.84696,1,7
199.65451,2557.16322,1,7
1352.81472,-2992.5982,1,8
-4701.30348,3159.34287,1,9
-2912.49949,625.85343,1,8
2403.17468,-755.27301,1,6
4429.41656,-989.93686,1,9
343.98289,-3570.73186,1,6
-3472.52684,-1756.54155,1,9
4648.24019,-2712.6211,1,7
-5526.94617,158.66151,1,6
2528.23124,4337.74421,1,6
-1856.62268,3588.04543,1,6
-1407.62412,4686.80332,1,8
-2873.97865,-1102.49523,1,6
4379.09381,1976.46834,1,7
4541.1347,2101.37973,1,6
2370.48162,4112.82865,1,6
3531.60393,-1210.66901,1,6
1428.34104,-3536.71996,1,8
-697.18212,-2747.98534,1,6
5299.84819,-1002.52785,1,7
4344.6132,-42.94692,1,6
3759.03735,-296.9167,1,7
3130.51703,4313.71982,1,7
3092.04477,-825.48253,1,6
-5445.1887,-1055.01133,1,8
4878.73044,2450.66818,1,8
-2102.25815,5137.1897,1,8
3036.53426,-2350.16295,1,4
1978.67908,-3356.90717,1,7
5595.82229,82.58728,1,5
-2693.05938,-3264.1027,1,6
1520.95562,-4380.94698,1,6
155.12455,5068.78103,1,7
5417.5234,2308.98205,1,6
-375.33227,4532.9007,1,7
3891.85192,2930.52009,1,6
-4614.45919,473.69598,1,7
-5055.34131,2825.51927,1,7
-4115.89678,3802.82548,1,7
2139.84678,-1844.75757,1,8
-2526.57864,1377.49505,1,6
-682.92016,3162.57687,1,8
5016.71699,1566.87711,1,8
576.64035,2939.09358,1,8
404.46648,5938.06779,1,6
-2153.21681,-5057.95122,1,6
-843.75684,-2731.1251,1,7
5580.83685,267.94964,1,8
-4401.17513,-3684.05959,1,6
-4935.84759,3216.13704,1,6
30.6928,4637.54223,1,7
-2651.42125,-3770.56221,1,8
-1224.67411,2590.84716,1,8
-3788.95782,4640.96058,1,6
-4443.12692,-1009.72785,1,8
1426.19804,2407.08804,1,8
3234.29778,-2908.29984,1,7
-2258.48173,-3899.9318,1,6
1724.88258,-2446.32821,1,6
383.44367,-4809.87752,1,8
621.10844,-1659.02648,1,5
-2419.84558,-2674.61069,1,7
3295.88502,-639.81445,1,7
-1369.84264,-3376.7062,1,9
-2048.53087,4286.89265,1,6
-3728.36904,-751.32807,1,6
1823.34514,-1865.20347,1,7
5418.02578,1932.92587,1,6
-4885.56132,-12.30259,1,9
-4513.06982,2028.75039,1,6
4126.18531,-2831.42957,1,7
-3577.48088,-3818.43599,1,8
5506.93549,-589.19824,1,8
-3816.28666,-2263.43445,1,7
1464.35728,-2287.18745,1,8
-3811.18368,756.50395,1,8
-5254.04692,-1534.40406,1,8
1221.22499,2557.76413,1,6
-2428.86287,-2736.29146,1,7
5745.74507,-1361.92627,1,8
-5304.43911,-1151.21712,1,6
-3096.73572,398.83647,1,8
1625.42476,-5774.97508,1,7
1751.89134,1154.14807,1,7
2984.9214,-2774.94134,1,6
3985.84976,97.02733,1,6
-3959.4608,-287.32381,1,6
-1066.71465,-2211.22344,1,8
-3728.25572,-1634.19639,1,7
-4747.54453,646.52491,1,6
-2557.72118,5390.28114,1,8
-2497.71611,-1852.85335,1,8
3221.06925,-1955.74775,1,5
-1379.03936,-3055.14547,1,8
3283.8766,-1142.0215,1,8
2383.45926,1710.92635,1,7
-1734.07787,-120.35872,1,7
3213.52516,2662.82692,1,6
-3106.19276,-907.97748,1,8
-2108.16379,-5208.18263,1,6
2693.10596,3582.9867,1,6
991.35719,-5667.38677,1,8
-4773.56652,3511.86648,1,7
3765.6563,-2797.84894,1,7
-878.06233,2344.01914,1,9
5368.92103,2166.83221,1,7
899.92751,4633.87597,1,6
4913.36756,2816.17396,1,8
3875.2172,-1248.50082,1,7
4743.95818,489.69127,1,7
1618.45122,1420.87528,1,6
5766.97842,450.58787,1,6
1030.06184,4781.12465,1,6
2397.31783,172.4269,1,8
-3182.18384,-3969.4209,1,7
-3928.25411,-420.96999,1,7
63.34242,2260.86777,1,7
1066.21591,2889.95595,1,8
2745.4105,1763.42961,1,8
-2131.26736,2314.57185,1,7
5090.59618,249.45688,1,6
-4205.00399,-3165.53174,1,7
-4511.90782,603.00227,1,4
-1633.72293,4273.29087,1,6
-169.29603,-4848.00687,1,7
3172.37128,-5044.32677,1,7
-379.53792,4849.00405,1,7
-4726.0621,-423.92682,1,9
-5420.96176,1883.67549,1,6
-2515.16684,3897.393,1,8
1957.08147,-3120.93807,1,6
5842.68876,-645.31748,1,7
-2896.78888,-2950.59647,1,8
1987.49164,4312.99658,1,7
3689.21426,3598.40977,1,6
-4395.8994,-2415.54082,1,7
-897.37796,2765.33762,1,6
-255.07818,2222.54899,1,6
-3225.52837,-1053.39772,1,8
2374.25719,5088.38367,1,7
-1996.43963,-4140.35383,1,6
3977.93918,1451.61535,1,6
4002.03391,869.70108,1,6
-1211.4902,5186.93708,1,6
4359.89431,2304.59016,1,7
4010.63234,-2891.91825,1,9
1581.198,-2276.89886,1,7
-3253.79447,2501.10765,1,6
2135.1999,3838.95516,1,7
-3499.38509,1634.55452,1,7
-3715.07586,2158.88259,1,7
-494.33227,-3682.71068,1,7
-4441.33586,2958.5855,1,8
3722.33565,-1162.89408,1,7
4361.04394,-2691.89992,1,8
4100.24691,-1292.08272,1,6
-2939.98711,4268.05673,1,5
-1456.45775,5636.60848,1,7
3361.14538,-2900.00652,1,8
1421.65498,5541.43189,1,7
2110.0572,2271.92876,1,9
-5585.42481,-724.00446,1,7
1860.61599,-1256.58052,1,7
-3467.46485,2435.99113,1,8
369.13721,1689.33988,1,8
4782.52455,2580.10222,1,8
2629.61552,-1176.19848,1,6
-2234.04374,-1685.53757,1,6
-2078.63991,2014.54043,1,8
-2576.73858,-4352.74652,1,8
340.50461,4001.44307,1,7
-1757.38543,3036.87923,1,9
-1871.50136,-4967.77555,1,7
1252.57323,4194.62466,1,9
-822.37342,-2856.01455,1,7
-486.92156,-1991.34198,1,7
2055.58563,3572.80636,1,8
-4346.73798,1633.85024,1,7
-3097.00802,-3424.84422,1,7
4959.9029,-2335.20286,1,6
-2507.4618,-467.40857,1,8
-2464.71047,-2510.80536,1,7
-641.65141,-1381.99197,1,7
5191.6108,-2719.75194,1,8
3039.63962,4344.329,1,6
-4358.96921,2933.58192,1,8
-1007.52911,2433.42831,1,8
