busStop_ID,busStop_X,busStop_Y
1,-5.9581,-3.05285
2,-5.9581,-1.65285
3,-5.9581,-0.25285
4,-5.9581,1.14715
5,-5.9581,2.54715
6,-4.5581,-4.45285
7,-4.5581,-3.05285
8,-4.5581,-1.65285
9,-4.5581,-0.25285
10,-4.5581,1.14715
11,-4.5581,2.54715
12,-4.5581,3.94715
13,-3.1581,-5.85285
14,-3.1581,-4.45285
15,-3.1581,-3.05285
16,-3.1581,-1.65285
17,-3.1581,-0.25285
18,-3.1581,1.14715
19,-3.1581,2.54715
20,-3.1581,3.94715
21,-3.1581,5.34715
22,-1.7581,-5.85285
23,-1.7581,-4.45285
24,-1.7581,-3.05285
25,-1.7581,-1.65285
26,-1.7581,-0.25285
27,-1.7581,1.14715
28,-1.7581,2.54715
29,-1.7581,3.94715
30,-1.7581,5.34715
31,-0.3581,-5.85285
32,-0.3581,-4.45285
33,-0.3581,-3.05285
34,-0.3581,-1.65285
35,-0.3581,1.14715
36,-0.3581,2.54715
37,-0.3581,3.94715
38,-0.3581,5.34715
39,-0.3581,6.74715
40,1.0419,-5.85285
41,1.0419,-4.45285
42,1.0419,-3.05285
43,1.0419,-1.65285
44,1.0419,-0.25285
45,1.0419,1.14715
46,1.0419,2.54715
47,1.0419,3.94715
48,1.0419,5.34715
49,2.4419,-5.85285
50,2.4419,-4.45285
51,2.4419,-3.05285
52,2.4419,-1.65285
53,2.4419,-0.25285
54,2.4419,1.14715
55,2.4419,2.54715
56,2.4419,3.94715
57,2.4419,5.34715
58,3.8419,-4.45285
59,3.8419,-3.05285
60,3.8419,-1.65285
61,3.8419,-0.25285
62,3.8419,1.14715
63,3.8419,2.54715
64,3.8419,3.94715
65,3.8419,5.34715
66,5.2419,-4.45285
67,5.2419,-3.05285
68,5.2419,-1.65285
69,5.2419,-0.25285
70,5.2419,1.14715
71,5.2419,2.54715
72,5.2419,3.94715
73,6.6419,-0.25285
74,6.6419,1.14715
