busStop_ID,busStop_X,busStop_Y
1,-5.9728,-3.08
2,-5.9728,-1.68
3,-5.9728,-0.28
4,-5.9728,1.12
5,-5.9728,2.52
6,-4.5728,-4.48
7,-4.5728,-3.08
8,-4.5728,-1.68
9,-4.5728,-0.28
10,-4.5728,1.12
11,-4.5728,2.52
12,-4.5728,3.92
13,-3.1728,-4.48
14,-3.1728,-3.08
15,-3.1728,-1.68
16,-3.1728,-0.28
17,-3.1728,1.12
18,-3.1728,2.52
19,-3.1728,3.92
20,-3.1728,5.32
21,-1.7728,-5.88
22,-1.7728,-4.48
23,-1.7728,-3.08
24,-1.7728,-1.68
25,-1.7728,-0.28
26,-1.7728,1.12
27,-1.7728,2.52
28,-1.7728,3.92
29,-1.7728,5.32
30,-0.3728,-5.88
31,-0.3728,-4.48
32,-0.3728,-3.08
33,-0.3728,-1.68
34,-0.3728,1.12
35,-0.3728,2.52
36,-0.3728,3.92
37,-0.3728,5.32
38,-0.3728,6.72
39,1.0272,-5.88
40,1.0272,-4.48
41,1.0272,-3.08
42,1.0272,-1.68
43,1.0272,-0.28
44,1.0272,1.12
45,1.0272,2.52
46,1.0272,3.92
47,1.0272,5.32
48,1.0272,6.72
49,2.4272,-5.88
50,2.4272,-4.48
51,2.4272,-3.08
52,2.4272,-1.68
53,2.4272,-0.28
54,2.4272,1.12
55,2.4272,2.52
56,2.4272,3.92
57,2.4272,5.32
58,3.8272,-4.48
59,3.8272,-3.08
60,3.8272,-1.68
61,3.8272,-0.28
62,3.8272,1.12
63,3.8272,2.52
64,3.8272,3.92
65,3.8272,5.32
66,5.2272,-3.08
67,5.2272,-1.68
68,5.2272,-0.28
69,5.2272,1.12
70,5.2272,2.52
71,5.2272,3.92
72,6.6272,-0.28
