busStop_ID,busStop_X,busStop_Y
1,-5.9728,-3.48
2,-5.9728,-2.28
3,-5.9728,-1.08
4,-5.9728,0.12
5,-5.9728,1.32
6,-5.9728,2.52
7,-4.7728,-4.68
8,-4.7728,-3.48
9,-4.7728,-2.28
10,-4.7728,-1.08
11,-4.7728,0.12
12,-4.7728,1.32
13,-4.7728,2.52
14,-4.7728,3.72
15,-4.7728,4.92
16,-3.5728,-5.88
17,-3.5728,-4.68
18,-3.5728,-3.48
19,-3.5728,-2.28
20,-3.5728,-1.08
21,-3.5728,0.12
22,-3.5728,1.32
23,-3.5728,2.52
24,-3.5728,3.72
25,-3.5728,4.92
26,-2.3728,-5.88
27,-2.3728,-4.68
28,-2.3728,-3.48
29,-2.3728,-2.28
30,-2.3728,-1.08
31,-2.3728,0.12
32,-2.3728,1.32
33,-2.3728,2.52
34,-2.3728,3.72
35,-2.3728,4.92
36,-2.3728,6.12
37,-1.1728,-5.88
38,-1.1728,-4.68
39,-1.1728,-3.48
40,-1.1728,-2.28
41,-1.1728,-1.08
42,-1.1728,0.12
43,-1.1728,1.32
44,-1.1728,2.52
45,-1.1728,3.72
46,-1.1728,4.92
47,-1.1728,6.12
48,0.0272,-5.88
49,0.0272,-4.68
50,0.0272,-3.48
51,0.0272,-2.28
52,0.0272,-1.08
53,0.0272,1.32
54,0.0272,2.52
55,0.0272,3.72
56,0.0272,4.92
57,0.0272,6.12
58,1.2272,-5.88
59,1.2272,-4.68
60,1.2272,-3.48
61,1.2272,-2.28
62,1.2272,-1.08
63,1.2272,0.12
64,1.2272,1.32
65,1.2272,2.52
66,1.2272,3.72
67,1.2272,4.92
68,1.2272,6.12
69,2.4272,-5.88
70,2.4272,-4.68
71,2.4272,-3.48
72,2.4272,-2.28
73,2.4272,-1.08
74,2.4272,0.12
75,2.4272,1.32
76,2.4272,2.52
77,2.4272,3.72
78,2.4272,4.92
79,2.4272,6.12
80,3.6272,-4.68
81,3.6272,-3.48
82,3.6272,-2.28
83,3.6272,-1.08
84,3.6272,0.12
85,3.6272,1.32
86,3.6272,2.52
87,3.6272,3.72
88,3.6272,4.92
89,4.8272,-4.68
90,4.8272,-3.48
91,4.8272,-2.28
92,4.8272,-1.08
93,4.8272,0.12
94,4.8272,1.32
95,4.8272,2.52
96,4.8272,3.72
97,6.0272,-2.28
98,6.0272,-1.08
99,6.0272,0.12
100,6.0272,1.32
101,6.0272,2.52
