busStop_ID,busStop_X,busStop_Y
1,-5.9728,-2.58
2,-5.9728,-1.48
3,-5.9728,-0.38
4,-5.9728,0.72
5,-5.9728,1.82
6,-5.9728,2.92
7,-4.8728,-4.78
8,-4.8728,-3.68
9,-4.8728,-2.58
10,-4.8728,-1.48
11,-4.8728,-0.38
12,-4.8728,0.72
13,-4.8728,1.82
14,-4.8728,2.92
15,-4.8728,4.02
16,-3.7728,-4.78
17,-3.7728,-3.68
18,-3.7728,-2.58
19,-3.7728,-1.48
20,-3.7728,-0.38
21,-3.7728,0.72
22,-3.7728,1.82
23,-3.7728,2.92
24,-3.7728,4.02
25,-3.7728,5.12
26,-2.6728,-4.78
27,-2.6728,-3.68
28,-2.6728,-2.58
29,-2.6728,-1.48
30,-2.6728,-0.38
31,-2.6728,0.72
32,-2.6728,1.82
33,-2.6728,2.92
34,-2.6728,4.02
35,-2.6728,5.12
36,-1.5728,-5.88
37,-1.5728,-4.78
38,-1.5728,-3.68
39,-1.5728,-2.58
40,-1.5728,-1.48
41,-1.5728,-0.38
42,-1.5728,0.72
43,-1.5728,1.82
44,-1.5728,2.92
45,-1.5728,4.02
46,-1.5728,5.12
47,-1.5728,6.22
48,-0.4728,-5.88
49,-0.4728,-4.78
50,-0.4728,-3.68
51,-0.4728,-2.58
52,-0.4728,-1.48
53,-0.4728,0.72
54,-0.4728,1.82
55,-0.4728,2.92
56,-0.4728,4.02
57,-0.4728,5.12
58,-0.4728,6.22
59,0.6272,-5.88
60,0.6272,-4.78
61,0.6272,-3.68
62,0.6272,-2.58
63,0.6272,-1.48
64,0.6272,-0.38
65,0.6272,0.72
66,0.6272,1.82
67,0.6272,2.92
68,0.6272,4.02
69,0.6272,5.12
70,0.6272,6.22
71,1.7272,-5.88
72,1.7272,-4.78
73,1.7272,-3.68
74,1.7272,-2.58
75,1.7272,-1.48
76,1.7272,-0.38
77,1.7272,0.72
78,1.7272,1.82
79,1.7272,2.92
80,1.7272,4.02
81,1.7272,5.12
82,1.7272,6.22
83,2.8272,-5.88
84,2.8272,-4.78
85,2.8272,-3.68
86,2.8272,-2.58
87,2.8272,-1.48
88,2.8272,-0.38
89,2.8272,0.72
90,2.8272,1.82
91,2.8272,2.92
92,2.8272,4.02
93,2.8272,5.12
94,3.9272,-4.78
95,3.9272,-3.68
96,3.9272,-2.58
97,3.9272,-1.48
98,3.9272,-0.38
99,3.9272,0.72
100,3.9272,1.82
101,3.9272,2.92
102,3.9272,4.02
103,3.9272,5.12
104,5.0272,-4.78
105,5.0272,-3.68
106,5.0272,-2.58
107,5.0272,-1.48
108,5.0272,-0.38
109,5.0272,0.72
110,5.0272,1.82
111,5.0272,2.92
112,5.0272,4.02
113,6.1272,-1.48
114,6.1272,-0.38
115,6.1272,0.72
116,6.1272,1.82
