busStop_ID,busStop_X,busStop_Y
1,-5.9728,-2.88
2,-5.9728,-1.88
3,-5.9728,-0.88
4,-5.9728,0.12
5,-5.9728,1.12
6,-5.9728,2.12
7,-5.9728,3.12
8,-4.9728,-3.88
9,-4.9728,-2.88
10,-4.9728,-1.88
11,-4.9728,-0.88
12,-4.9728,0.12
13,-4.9728,1.12
14,-4.9728,2.12
15,-4.9728,3.12
16,-4.9728,4.12
17,-3.9728,-4.88
18,-3.9728,-3.88
19,-3.9728,-2.88
20,-3.9728,-1.88
21,-3.9728,-0.88
22,-3.9728,0.12
23,-3.9728,1.12
24,-3.9728,2.12
25,-3.9728,3.12
26,-3.9728,4.12
27,-3.9728,5.12
28,-2.9728,-4.88
29,-2.9728,-3.88
30,-2.9728,-2.88
31,-2.9728,-1.88
32,-2.9728,-0.88
33,-2.9728,0.12
34,-2.9728,1.12
35,-2.9728,2.12
36,-2.9728,3.12
37,-2.9728,4.12
38,-2.9728,5.12
39,-1.9728,-5.88
40,-1.9728,-4.88
41,-1.9728,-3.88
42,-1.9728,-2.88
43,-1.9728,-1.88
44,-1.9728,-0.88
45,-1.9728,0.12
46,-1.9728,1.12
47,-1.9728,2.12
48,-1.9728,3.12
49,-1.9728,4.12
50,-1.9728,5.12
51,-1.9728,6.12
52,-0.9728,-5.88
53,-0.9728,-4.88
54,-0.9728,-3.88
55,-0.9728,-2.88
56,-0.9728,-1.88
57,-0.9728,-0.88
58,-0.9728,0.12
59,-0.9728,1.12
60,-0.9728,2.12
61,-0.9728,3.12
62,-0.9728,4.12
63,-0.9728,5.12
64,-0.9728,6.12
65,0.0272,-5.88
66,0.0272,-4.88
67,0.0272,-3.88
68,0.0272,-2.88
69,0.0272,-1.88
70,0.0272,-0.88
71,0.0272,1.12
72,0.0272,2.12
73,0.0272,3.12
74,0.0272,4.12
75,0.0272,5.12
76,0.0272,6.12
77,1.0272,-5.88
78,1.0272,-4.88
79,1.0272,-3.88
80,1.0272,-2.88
81,1.0272,-1.88
82,1.0272,-0.88
83,1.0272,0.12
84,1.0272,1.12
85,1.0272,2.12
86,1.0272,3.12
87,1.0272,4.12
88,1.0272,5.12
89,1.0272,6.12
90,2.0272,-5.88
91,2.0272,-4.88
92,2.0272,-3.88
93,2.0272,-2.88
94,2.0272,-1.88
95,2.0272,-0.88
96,2.0272,0.12
97,2.0272,1.12
98,2.0272,2.12
99,2.0272,3.12
100,2.0272,4.12
101,2.0272,5.12
102,2.0272,6.12
103,3.0272,-5.88
104,3.0272,-4.88
105,3.0272,-3.88
106,3.0272,-2.88
107,3.0272,-1.88
108,3.0272,-0.88
109,3.0272,0.12
110,3.0272,1.12
111,3.0272,2.12
112,3.0272,3.12
113,3.0272,4.12
114,3.0272,5.12
115,4.0272,-4.88
116,4.0272,-3.88
117,4.0272,-2.88
118,4.0272,-1.88
119,4.0272,-0.88
120,4.0272,0.12
121,4.0272,1.12
122,4.0272,2.12
123,4.0272,3.12
124,4.0272,4.12
125,4.0272,5.12
126,5.0272,-3.88
127,5.0272,-2.88
128,5.0272,-1.88
129,5.0272,-0.88
130,5.0272,0.12
131,5.0272,1.12
132,5.0272,2.12
133,5.0272,3.12
134,5.0272,4.12
135,6.0272,-1.88
136,6.0272,-0.88
137,6.0272,0.12
138,6.0272,1.12
139,6.0272,2.12
