busStop_ID,busStop_X,busStop_Y
1,-5.96367,-3.1403
2,-5.96367,-1.7403
3,-5.96367,-0.3403
4,-5.96367,1.0597
5,-5.96367,2.4597
6,-4.56367,-4.5403
7,-4.56367,-3.1403
8,-4.56367,-1.7403
9,-4.56367,-0.3403
10,-4.56367,1.0597
11,-4.56367,2.4597
12,-4.56367,3.8597
13,-3.16367,-5.9403
14,-3.16367,-4.5403
15,-3.16367,-3.1403
16,-3.16367,-1.7403
17,-3.16367,-0.3403
18,-3.16367,1.0597
19,-3.16367,2.4597
20,-3.16367,3.8597
21,-3.16367,5.2597
22,-1.76367,-5.9403
23,-1.76367,-4.5403
24,-1.76367,-3.1403
25,-1.76367,-1.7403
26,-1.76367,-0.3403
27,-1.76367,1.0597
28,-1.76367,2.4597
29,-1.76367,3.8597
30,-1.76367,5.2597
31,-0.36367,-5.9403
32,-0.36367,-4.5403
33,-0.36367,-3.1403
34,-0.36367,-1.7403
35,-0.36367,1.0597
36,-0.36367,2.4597
37,-0.36367,3.8597
38,-0.36367,5.2597
39,-0.36367,6.6597
40,1.03633,-5.9403
41,1.03633,-4.5403
42,1.03633,-3.1403
43,1.03633,-1.7403
44,1.03633,-0.3403
45,1.03633,1.0597
46,1.03633,2.4597
47,1.03633,3.8597
48,1.03633,5.2597
49,1.03633,6.6597
50,2.43633,-5.9403
51,2.43633,-4.5403
52,2.43633,-3.1403
53,2.43633,-1.7403
54,2.43633,-0.3403
55,2.43633,1.0597
56,2.43633,2.4597
57,2.43633,3.8597
58,2.43633,5.2597
59,3.83633,-4.5403
60,3.83633,-3.1403
61,3.83633,-1.7403
62,3.83633,-0.3403
63,3.83633,1.0597
64,3.83633,2.4597
65,3.83633,3.8597
66,3.83633,5.2597
67,5.23633,-3.1403
68,5.23633,-1.7403
69,5.23633,-0.3403
70,5.23633,1.0597
71,5.23633,2.4597
72,5.23633,3.8597
73,6.63633,-1.7403
74,6.63633,-0.3403
75,6.63633,1.0597
