busStop_ID,busStop_X,busStop_Y
1,-6.86367,-0.5403
2,-6.86367,0.3597
3,-5.96367,-3.2403
4,-5.96367,-2.3403
5,-5.96367,-1.4403
6,-5.96367,-0.5403
7,-5.96367,0.3597
8,-5.96367,1.2597
9,-5.96367,2.1597
10,-5.96367,3.0597
11,-5.06367,-4.1403
12,-5.06367,-3.2403
13,-5.06367,-2.3403
14,-5.06367,-1.4403
15,-5.06367,-0.5403
16,-5.06367,0.3597
17,-5.06367,1.2597
18,-5.06367,2.1597
19,-5.06367,3.0597
20,-5.06367,3.9597
21,-4.16367,-5.0403
22,-4.16367,-4.1403
23,-4.16367,-3.2403
24,-4.16367,-2.3403
25,-4.16367,-1.4403
26,-4.16367,-0.5403
27,-4.16367,0.3597
28,-4.16367,1.2597
29,-4.16367,2.1597
30,-4.16367,3.0597
31,-4.16367,3.9597
32,-4.16367,4.8597
33,-3.26367,-5.9403
34,-3.26367,-5.0403
35,-3.26367,-4.1403
36,-3.26367,-3.2403
37,-3.26367,-2.3403
38,-3.26367,-1.4403
39,-3.26367,-0.5403
40,-3.26367,0.3597
41,-3.26367,1.2597
42,-3.26367,2.1597
43,-3.26367,3.0597
44,-3.26367,3.9597
45,-3.26367,4.8597
46,-2.36367,-5.9403
47,-2.36367,-5.0403
48,-2.36367,-4.1403
49,-2.36367,-3.2403
50,-2.36367,-2.3403
51,-2.36367,-1.4403
52,-2.36367,-0.5403
53,-2.36367,0.3597
54,-2.36367,1.2597
55,-2.36367,2.1597
56,-2.36367,3.0597
57,-2.36367,3.9597
58,-2.36367,4.8597
59,-2.36367,5.7597
60,-1.46367,-5.9403
61,-1.46367,-5.0403
62,-1.46367,-4.1403
63,-1.46367,-3.2403
64,-1.46367,-2.3403
65,-1.46367,-1.4403
66,-1.46367,-0.5403
67,-1.46367,0.3597
68,-1.46367,1.2597
69,-1.46367,2.1597
70,-1.46367,3.0597
71,-1.46367,3.9597
72,-1.46367,4.8597
73,-1.46367,5.7597
74,-0.56367,-6.8403
75,-0.56367,-5.9403
76,-0.56367,-5.0403
77,-0.56367,-4.1403
78,-0.56367,-3.2403
79,-0.56367,-2.3403
80,-0.56367,-1.4403
81,-0.56367,-0.5403
82,-0.56367,0.3597
83,-0.56367,1.2597
84,-0.56367,2.1597
85,-0.56367,3.0597
86,-0.56367,3.9597
87,-0.56367,4.8597
88,-0.56367,5.7597
89,-0.56367,6.6597
90,0.33633,-6.8403
91,0.33633,-5.9403
92,0.33633,-5.0403
93,0.33633,-4.1403
94,0.33633,-3.2403
95,0.33633,-2.3403
96,0.33633,-1.4403
97,0.33633,1.2597
98,0.33633,2.1597
99,0.33633,3.0597
100,0.33633,3.9597
101,0.33633,4.8597
102,0.33633,5.7597
103,0.33633,6.6597
104,1.23633,-5.9403
105,1.23633,-5.0403
106,1.23633,-4.1403
107,1.23633,-3.2403
108,1.23633,-2.3403
109,1.23633,-1.4403
110,1.23633,-0.5403
111,1.23633,0.3597
112,1.23633,1.2597
113,1.23633,2.1597
114,1.23633,3.0597
115,1.23633,3.9597
116,1.23633,4.8597
117,1.23633,5.7597
118,1.23633,6.6597
119,2.13633,-5.9403
120,2.13633,-5.0403
121,2.13633,-4.1403
122,2.13633,-3.2403
123,2.13633,-2.3403
124,2.13633,-1.4403
125,2.13633,-0.5403
126,2.13633,0.3597
127,2.13633,1.2597
128,2.13633,2.1597
129,2.13633,3.0597
130,2.13633,3.9597
131,2.13633,4.8597
132,2.13633,5.7597
133,3.03633,-5.9403
134,3.03633,-5.0403
135,3.03633,-4.1403
136,3.03633,-3.2403
137,3.03633,-2.3403
138,3.03633,-1.4403
139,3.03633,-0.5403
140,3.03633,0.3597
141,3.03633,1.2597
142,3.03633,2.1597
143,3.03633,3.0597
144,3.03633,3.9597
145,3.03633,4.8597
146,3.03633,5.7597
147,3.93633,-5.0403
148,3.93633,-4.1403
149,3.93633,-3.2403
150,3.93633,-2.3403
151,3.93633,-1.4403
152,3.93633,-0.5403
153,3.93633,0.3597
154,3.93633,1.2597
155,3.93633,2.1597
156,3.93633,3.0597
157,3.93633,3.9597
158,3.93633,4.8597
159,4.83633,-4.1403
160,4.83633,-3.2403
161,4.83633,-2.3403
162,4.83633,-1.4403
163,4.83633,-0.5403
164,4.83633,0.3597
165,4.83633,1.2597
166,4.83633,2.1597
167,4.83633,3.0597
168,4.83633,3.9597
169,4.83633,4.8597
170,5.73633,-3.2403
171,5.73633,-2.3403
172,5.73633,-1.4403
173,5.73633,-0.5403
174,5.73633,0.3597
175,5.73633,1.2597
176,5.73633,2.1597
177,5.73633,3.0597
178,6.63633,-1.4403
179,6.63633,-0.5403
180,6.63633,0.3597
181,6.63633,1.2597
