busStop_ID,busStop_X,busStop_Y
1,-5.96367,-2.3403
2,-5.96367,-1.1403
3,-5.96367,0.0597
4,-5.96367,1.2597
5,-5.96367,2.4597
6,-4.76367,-4.7403
7,-4.76367,-3.5403
8,-4.76367,-2.3403
9,-4.76367,-1.1403
10,-4.76367,0.0597
11,-4.76367,1.2597
12,-4.76367,2.4597
13,-4.76367,3.6597
14,-3.56367,-4.7403
15,-3.56367,-3.5403
16,-3.56367,-2.3403
17,-3.56367,-1.1403
18,-3.56367,0.0597
19,-3.56367,1.2597
20,-3.56367,2.4597
21,-3.56367,3.6597
22,-3.56367,4.8597
23,-2.36367,-5.9403
24,-2.36367,-4.7403
25,-2.36367,-3.5403
26,-2.36367,-2.3403
27,-2.36367,-1.1403
28,-2.36367,0.0597
29,-2.36367,1.2597
30,-2.36367,2.4597
31,-2.36367,3.6597
32,-2.36367,4.8597
33,-1.16367,-5.9403
34,-1.16367,-4.7403
35,-1.16367,-3.5403
36,-1.16367,-2.3403
37,-1.16367,-1.1403
38,-1.16367,0.0597
39,-1.16367,1.2597
40,-1.16367,2.4597
41,-1.16367,3.6597
42,-1.16367,4.8597
43,-1.16367,6.0597
44,0.03633,-5.9403
45,0.03633,-4.7403
46,0.03633,-3.5403
47,0.03633,-2.3403
48,0.03633,-1.1403
49,0.03633,1.2597
50,0.03633,2.4597
51,0.03633,3.6597
52,0.03633,4.8597
53,0.03633,6.0597
54,1.23633,-5.9403
55,1.23633,-4.7403
56,1.23633,-3.5403
57,1.23633,-2.3403
58,1.23633,-1.1403
59,1.23633,0.0597
60,1.23633,1.2597
61,1.23633,2.4597
62,1.23633,3.6597
63,1.23633,4.8597
64,1.23633,6.0597
65,2.43633,-5.9403
66,2.43633,-4.7403
67,2.43633,-3.5403
68,2.43633,-2.3403
69,2.43633,-1.1403
70,2.43633,0.0597
71,2.43633,1.2597
72,2.43633,2.4597
73,2.43633,3.6597
74,2.43633,4.8597
75,2.43633,6.0597
76,3.63633,-4.7403
77,3.63633,-3.5403
78,3.63633,-2.3403
79,3.63633,-1.1403
80,3.63633,0.0597
81,3.63633,1.2597
82,3.63633,2.4597
83,3.63633,3.6597
84,3.63633,4.8597
85,4.83633,-3.5403
86,4.83633,-2.3403
87,4.83633,-1.1403
88,4.83633,0.0597
89,4.83633,1.2597
90,4.83633,2.4597
91,4.83633,3.6597
92,4.83633,4.8597
93,6.03633,-2.3403
94,6.03633,-1.1403
95,6.03633,0.0597
96,6.03633,1.2597
97,6.03633,2.4597
