busStop_ID,busStop_X,busStop_Y
1,-5.95473,-3.32846
2,-5.95473,-2.12846
3,-5.95473,-0.92846
4,-5.95473,0.27154
5,-5.95473,1.47154
6,-5.95473,2.67154
7,-4.75473,-4.52846
8,-4.75473,-3.32846
9,-4.75473,-2.12846
10,-4.75473,-0.92846
11,-4.75473,0.27154
12,-4.75473,1.47154
13,-4.75473,2.67154
14,-4.75473,3.87154
15,-4.75473,5.07154
16,-3.55473,-4.52846
17,-3.55473,-3.32846
18,-3.55473,-2.12846
19,-3.55473,-0.92846
20,-3.55473,0.27154
21,-3.55473,1.47154
22,-3.55473,2.67154
23,-3.55473,3.87154
24,-3.55473,5.07154
25,-2.35473,-5.72846
26,-2.35473,-4.52846
27,-2.35473,-3.32846
28,-2.35473,-2.12846
29,-2.35473,-0.92846
30,-2.35473,0.27154
31,-2.35473,1.47154
32,-2.35473,2.67154
33,-2.35473,3.87154
34,-2.35473,5.07154
35,-1.15473,-5.72846
36,-1.15473,-4.52846
37,-1.15473,-3.32846
38,-1.15473,-2.12846
39,-1.15473,-0.92846
40,-1.15473,0.27154
41,-1.15473,1.47154
42,-1.15473,2.67154
43,-1.15473,3.87154
44,-1.15473,5.07154
45,-1.15473,6.27154
46,0.04527,-5.72846
47,0.04527,-4.52846
48,0.04527,-3.32846
49,0.04527,-2.12846
50,0.04527,-0.92846
51,0.04527,1.47154
52,0.04527,2.67154
53,0.04527,3.87154
54,0.04527,5.07154
55,0.04527,6.27154
56,1.24527,-5.72846
57,1.24527,-4.52846
58,1.24527,-3.32846
59,1.24527,-2.12846
60,1.24527,-0.92846
61,1.24527,0.27154
62,1.24527,1.47154
63,1.24527,2.67154
64,1.24527,3.87154
65,1.24527,5.07154
66,1.24527,6.27154
67,2.44527,-5.72846
68,2.44527,-4.52846
69,2.44527,-3.32846
70,2.44527,-2.12846
71,2.44527,-0.92846
72,2.44527,0.27154
73,2.44527,1.47154
74,2.44527,2.67154
75,2.44527,3.87154
76,2.44527,5.07154
77,3.64527,-5.72846
78,3.64527,-4.52846
79,3.64527,-3.32846
80,3.64527,-2.12846
81,3.64527,-0.92846
82,3.64527,0.27154
83,3.64527,1.47154
84,3.64527,2.67154
85,3.64527,3.87154
86,3.64527,5.07154
87,4.84527,-4.52846
88,4.84527,-3.32846
89,4.84527,-2.12846
90,4.84527,-0.92846
91,4.84527,0.27154
92,4.84527,1.47154
93,4.84527,2.67154
94,4.84527,3.87154
95,6.04527,-3.32846
96,6.04527,-2.12846
97,6.04527,-0.92846
98,6.04527,0.27154
99,6.04527,1.47154
100,6.04527,2.67154
