busStop_ID,busStop_X,busStop_Y
1,-5.95473,-3.52846
2,-5.95473,-2.42846
3,-5.95473,-1.32846
4,-5.95473,-0.22846
5,-5.95473,0.87154
6,-5.95473,1.97154
7,-5.95473,3.07154
8,-4.85473,-4.62846
9,-4.85473,-3.52846
10,-4.85473,-2.42846
11,-4.85473,-1.32846
12,-4.85473,-0.22846
13,-4.85473,0.87154
14,-4.85473,1.97154
15,-4.85473,3.07154
16,-4.85473,4.17154
17,-3.75473,-4.62846
18,-3.75473,-3.52846
19,-3.75473,-2.42846
20,-3.75473,-1.32846
21,-3.75473,-0.22846
22,-3.75473,0.87154
23,-3.75473,1.97154
24,-3.75473,3.07154
25,-3.75473,4.17154
26,-3.75473,5.27154
27,-2.65473,-5.72846
28,-2.65473,-4.62846
29,-2.65473,-3.52846
30,-2.65473,-2.42846
31,-2.65473,-1.32846
32,-2.65473,-0.22846
33,-2.65473,0.87154
34,-2.65473,1.97154
35,-2.65473,3.07154
36,-2.65473,4.17154
37,-2.65473,5.27154
38,-1.55473,-5.72846
39,-1.55473,-4.62846
40,-1.55473,-3.52846
41,-1.55473,-2.42846
42,-1.55473,-1.32846
43,-1.55473,-0.22846
44,-1.55473,0.87154
45,-1.55473,1.97154
46,-1.55473,3.07154
47,-1.55473,4.17154
48,-1.55473,5.27154
49,-1.55473,6.37154
50,-0.45473,-5.72846
51,-0.45473,-4.62846
52,-0.45473,-3.52846
53,-0.45473,-2.42846
54,-0.45473,-1.32846
55,-0.45473,0.87154
56,-0.45473,1.97154
57,-0.45473,3.07154
58,-0.45473,4.17154
59,-0.45473,5.27154
60,-0.45473,6.37154
61,0.64527,-5.72846
62,0.64527,-4.62846
63,0.64527,-3.52846
64,0.64527,-2.42846
65,0.64527,-1.32846
66,0.64527,-0.22846
67,0.64527,0.87154
68,0.64527,1.97154
69,0.64527,3.07154
70,0.64527,4.17154
71,0.64527,5.27154
72,0.64527,6.37154
73,1.74527,-5.72846
74,1.74527,-4.62846
75,1.74527,-3.52846
76,1.74527,-2.42846
77,1.74527,-1.32846
78,1.74527,-0.22846
79,1.74527,0.87154
80,1.74527,1.97154
81,1.74527,3.07154
82,1.74527,4.17154
83,1.74527,5.27154
84,1.74527,6.37154
85,2.84527,-5.72846
86,2.84527,-4.62846
87,2.84527,-3.52846
88,2.84527,-2.42846
89,2.84527,-1.32846
90,2.84527,-0.22846
91,2.84527,0.87154
92,2.84527,1.97154
93,2.84527,3.07154
94,2.84527,4.17154
95,2.84527,5.27154
96,3.94527,-4.62846
97,3.94527,-3.52846
98,3.94527,-2.42846
99,3.94527,-1.32846
100,3.94527,-0.22846
101,3.94527,0.87154
102,3.94527,1.97154
103,3.94527,3.07154
104,3.94527,4.17154
105,3.94527,5.27154
106,5.04527,-3.52846
107,5.04527,-2.42846
108,5.04527,-1.32846
109,5.04527,-0.22846
110,5.04527,0.87154
111,5.04527,1.97154
112,5.04527,3.07154
113,5.04527,4.17154
114,6.14527,-2.42846
115,6.14527,-1.32846
116,6.14527,-0.22846
117,6.14527,0.87154
118,6.14527,1.97154
119,6.14527,3.07154
