busStop_ID,busStop_X,busStop_Y
1,-5.95473,-2.72846
2,-5.95473,-1.72846
3,-5.95473,-0.72846
4,-5.95473,0.27154
5,-5.95473,1.27154
6,-5.95473,2.27154
7,-5.95473,3.27154
8,-4.95473,-4.72846
9,-4.95473,-3.72846
10,-4.95473,-2.72846
11,-4.95473,-1.72846
12,-4.95473,-0.72846
13,-4.95473,0.27154
14,-4.95473,1.27154
15,-4.95473,2.27154
16,-4.95473,3.27154
17,-4.95473,4.27154
18,-3.95473,-4.72846
19,-3.95473,-3.72846
20,-3.95473,-2.72846
21,-3.95473,-1.72846
22,-3.95473,-0.72846
23,-3.95473,0.27154
24,-3.95473,1.27154
25,-3.95473,2.27154
26,-3.95473,3.27154
27,-3.95473,4.27154
28,-3.95473,5.27154
29,-2.95473,-5.72846
30,-2.95473,-4.72846
31,-2.95473,-3.72846
32,-2.95473,-2.72846
33,-2.95473,-1.72846
34,-2.95473,-0.72846
35,-2.95473,0.27154
36,-2.95473,1.27154
37,-2.95473,2.27154
38,-2.95473,3.27154
39,-2.95473,4.27154
40,-2.95473,5.27154
41,-1.95473,-5.72846
42,-1.95473,-4.72846
43,-1.95473,-3.72846
44,-1.95473,-2.72846
45,-1.95473,-1.72846
46,-1.95473,-0.72846
47,-1.95473,0.27154
48,-1.95473,1.27154
49,-1.95473,2.27154
50,-1.95473,3.27154
51,-1.95473,4.27154
52,-1.95473,5.27154
53,-1.95473,6.27154
54,-0.95473,-5.72846
55,-0.95473,-4.72846
56,-0.95473,-3.72846
57,-0.95473,-2.72846
58,-0.95473,-1.72846
59,-0.95473,-0.72846
60,-0.95473,0.27154
61,-0.95473,1.27154
62,-0.95473,2.27154
63,-0.95473,3.27154
64,-0.95473,4.27154
65,-0.95473,5.27154
66,-0.95473,6.27154
67,0.04527,-5.72846
68,0.04527,-4.72846
69,0.04527,-3.72846
70,0.04527,-2.72846
71,0.04527,-1.72846
72,0.04527,-0.72846
73,0.04527,1.27154
74,0.04527,2.27154
75,0.04527,3.27154
76,0.04527,4.27154
77,0.04527,5.27154
78,0.04527,6.27154
79,1.04527,-5.72846
80,1.04527,-4.72846
81,1.04527,-3.72846
82,1.04527,-2.72846
83,1.04527,-1.72846
84,1.04527,-0.72846
85,1.04527,0.27154
86,1.04527,1.27154
87,1.04527,2.27154
88,1.04527,3.27154
89,1.04527,4.27154
90,1.04527,5.27154
91,1.04527,6.27154
92,2.04527,-5.72846
93,2.04527,-4.72846
94,2.04527,-3.72846
95,2.04527,-2.72846
96,2.04527,-1.72846
97,2.04527,-0.72846
98,2.04527,0.27154
99,2.04527,1.27154
100,2.04527,2.27154
101,2.04527,3.27154
102,2.04527,4.27154
103,2.04527,5.27154
104,2.04527,6.27154
105,3.04527,-5.72846
106,3.04527,-4.72846
107,3.04527,-3.72846
108,3.04527,-2.72846
109,3.04527,-1.72846
110,3.04527,-0.72846
111,3.04527,0.27154
112,3.04527,1.27154
113,3.04527,2.27154
114,3.04527,3.27154
115,3.04527,4.27154
116,3.04527,5.27154
117,4.04527,-4.72846
118,4.04527,-3.72846
119,4.04527,-2.72846
120,4.04527,-1.72846
121,4.04527,-0.72846
122,4.04527,0.27154
123,4.04527,1.27154
124,4.04527,2.27154
125,4.04527,3.27154
126,4.04527,4.27154
127,4.04527,5.27154
128,5.04527,-3.72846
129,5.04527,-2.72846
130,5.04527,-1.72846
131,5.04527,-0.72846
132,5.04527,0.27154
133,5.04527,1.27154
134,5.04527,2.27154
135,5.04527,3.27154
136,5.04527,4.27154
137,6.04527,-2.72846
138,6.04527,-1.72846
139,6.04527,-0.72846
140,6.04527,0.27154
141,6.04527,1.27154
142,6.04527,2.27154
